squareMeters,numberOfRooms,floors,numPrevOwners,basement,attic,garage,price
71527,3,24,5,7643,284,129,7159280.8
77855,59,100,7,2800,7871,872,7797856.8
54169,76,28,8,2709,593,612,5424360.7
74689,44,33,3,3511,7185,866,7476071.6
12426,53,17,6,7351,4855,651,1246872.8
59509,6,38,5,6358,2540,742,5956829.4
5340,86,44,10,2155,7363,419,538173.1
10082,3,46,8,7953,6289,337,1016018.8
35763,54,70,7,6153,460,889,3578936.3
81375,67,90,3,5634,4753,380,8144015.3
74875,7,93,4,4078,5865,505,7493537.9
14623,98,8,4,793,8939,328,1468584.5
46282,17,1,2,3137,8674,821,4635687.9
11124,67,75,4,1342,8771,621,1125532.5
20634,23,41,8,4040,6038,725,2066809.2
73473,60,49,5,2027,1608,832,7354795
9130,37,42,10,4439,5767,731,921139.2
10342,83,39,3,4790,3600,362,1043513.6
30291,10,24,8,9572,7717,374,3030131.7
52756,76,54,3,4010,8343,260,5290006.8
56155,23,16,8,7770,594,226,5617383.2
45587,15,41,6,8068,345,280,4563744
21070,90,5,9,2957,9486,520,2112717.9
18603,8,5,4,4908,1445,724,1871116.7
85134,29,1,8,7739,8601,117,8514100.1
74689,60,90,9,7815,3670,570,7484096.8
28825,74,72,7,4966,5456,474,2887905.9
4680,6,47,1,9437,5922,972,472741
35706,65,27,2,9260,4918,136,3574742.3
24321,59,51,2,8292,5226,594,2440786.3
36321,97,73,10,2311,937,283,3638628.3
85415,55,80,5,7181,9334,804,8550149.8
8731,90,24,10,8290,7290,777,880713.5
80634,46,34,7,7901,5555,411,8065315.1
30631,13,60,2,2550,943,988,3070674
56065,35,52,3,3396,2532,500,5614119.8
49574,45,97,5,7358,2897,840,4967356.7
75408,30,37,7,5696,2594,634,7545062.4
735,66,64,6,9301,8989,950,84567.5
925,94,88,5,1014,3525,581,104727.8
22714,2,68,4,516,1845,431,2278508
99053,20,41,6,181,5549,223,9914114.3
65914,5,11,8,3729,9990,938,6599320.9
76613,71,37,3,4352,5931,165,7665959
1862,48,90,3,4361,8624,355,193540
27600,13,79,5,4460,1612,654,2764902
71241,42,83,1,341,3969,616,7135011.1
67247,59,94,5,9079,6497,528,6733795.3
79073,21,17,4,4342,8427,102,7913819.2
9208,58,37,4,6788,8968,332,922791.4
51875,4,14,7,8764,3150,427,5193634.4
92445,92,43,2,283,1114,989,9249510.7
13470,35,17,10,8166,6041,507,1350039.5
29722,96,22,1,4156,6088,642,2977107.1
18104,76,69,2,2244,7407,114,1816871.9
98701,69,81,6,8524,7051,202,9879541.2
30239,27,5,2,9134,6671,102,3029749.6
77857,14,20,10,1608,437,627,7788400.2
22737,17,5,5,5008,8462,582,2278169.6
24896,93,11,4,4997,8672,973,2494839.9
98793,70,25,4,557,8325,881,9885562.4
14224,76,19,7,7511,9669,984,1427508.1
65001,18,37,6,4731,2386,792,6504375.3
84479,4,51,4,9349,4058,810,8454598
49415,61,43,2,9354,294,891,4943067.9
75177,82,30,1,6430,3117,118,7519419.5
95630,42,90,10,5966,2659,395,9572960.1
40911,43,2,10,3691,9423,109,4100225.2
71151,17,36,10,3970,7894,452,7117551.4
48392,44,6,7,7266,5032,129,4841545.2
76649,77,76,3,4138,3412,345,7667431.3
5390,52,54,7,8171,1111,525,547066
44938,58,100,6,4004,7451,871,4510650.7
50595,75,94,8,8596,1253,596,5067161.6
43776,14,78,1,4648,4449,222,4387370.7
70110,98,43,4,3309,6132,504,7015646
40760,79,69,5,5172,8537,281,4080383.1
39524,5,2,1,3946,3364,500,3953344.5
6597,10,83,4,3945,945,468,670292.4
19674,84,32,1,4630,8988,409,1978538.1
57415,41,80,8,8245,694,704,5752675.2
2143,62,59,4,129,9402,838,220656.8
37302,91,29,9,9278,87,635,3734886.4
64964,53,28,9,3296,726,216,6498171.2
67691,28,52,5,4193,8576,735,6772663.5
727,18,52,4,6906,9110,714,77725.4
70068,31,100,4,7170,1743,658,7015755.4
61771,94,53,8,5293,6348,790,6181734.6
62878,95,41,6,7662,424,111,6289361.8
64505,89,92,1,970,5007,113,6459212.8
95116,62,46,2,4422,1122,579,9518909.7
39418,53,83,4,9168,5993,461,3950046
47022,14,35,4,2951,5303,942,4709643.6
36778,61,100,10,9845,2737,867,3692148.2
95702,29,47,3,9333,2189,896,9577615.3
86793,38,19,2,452,3629,334,8682439.4
12584,20,14,3,7808,8350,519,1266802.2
54520,29,66,5,7599,8461,925,5457270.7
4099,40,47,9,2662,8741,975,415756.3
75948,55,71,4,2272,3622,768,7601880.6
89305,48,40,1,1474,4535,911,8938801.1
26506,95,69,3,9373,6376,509,2660579.5
6921,53,21,1,5355,5529,732,693484.9
8346,6,51,1,7224,3558,757,839157
90050,66,49,10,6477,7548,572,9007562.4
33341,35,95,1,2417,9374,719,3342152.3
17467,30,25,3,2930,5090,720,1751070.1
67672,30,25,3,8480,8764,506,6773654.5
46771,18,95,4,2692,5702,822,4687350.1
33700,69,30,7,439,8146,649,3377757.5
95076,10,44,6,9160,1619,468,9513379.9
68535,72,34,7,9945,610,494,6857533.1
87567,2,38,5,1840,4409,297,8763657
47807,31,67,5,9232,2299,269,4790133.2
24942,7,54,8,120,6778,851,2502371.3
19702,27,37,2,6604,2850,784,1974353
7001,85,70,8,1177,5633,958,709874
26872,88,24,2,511,3737,718,2692017.1
24081,54,62,9,2176,694,151,2418822.3
40992,23,35,7,2426,2315,736,4107719.8
48102,15,80,4,7121,527,775,4815224.9
90219,48,3,9,8050,8708,764,9024572.8
58935,21,63,7,1935,974,695,5902606.8
99277,35,82,8,8267,6662,577,9935775
90528,50,64,8,721,8759,689,9063314.4
61867,58,9,6,5775,6613,378,6190959.6
61877,97,21,9,4510,3479,906,6194435.1
62187,58,53,10,8759,1773,118,6220397.4
82176,61,62,2,4954,1050,308,8225804.9
36528,9,68,10,6944,1545,382,3664294.1
61942,5,90,3,262,1385,670,6201486.8
97430,86,17,10,8013,1371,432,9745071.9
60226,79,80,4,2349,9557,285,6035968.6
20346,93,57,8,9419,4171,695,2039146.6
65982,64,56,4,5085,9728,796,6607360.2
31886,81,68,7,4397,2809,957,3192104.1
98348,93,50,9,8762,8362,876,9838800.1
80722,21,25,6,5746,9407,858,8075401.9
15588,76,86,4,9581,1928,273,1563887.5
41797,63,41,2,6781,3429,624,4182295.7
26599,50,96,4,4420,6735,699,2665969.5
32874,24,57,5,3001,9276,771,3290324.1
86619,23,2,9,2160,5810,877,8670749.8
22205,71,64,9,4825,193,634,2225365.9
58657,94,29,3,1608,9572,556,5867038.3
23552,18,59,6,6849,2310,806,2363314.2
93202,11,8,4,6420,574,909,9325154.9
48478,59,89,6,7447,1102,789,4852762.3
27969,73,23,9,5580,3714,686,2809123.4
17015,82,45,6,9009,4010,801,1702646.6
25066,8,85,1,211,579,649,2516535.3
31651,14,12,1,5931,7311,337,3166991.2
62001,13,74,2,1318,4442,340,6204127.2
71532,54,56,9,7907,7103,747,7159102
45285,12,41,2,7229,6392,724,4537104.8
59099,62,89,3,6380,1659,550,5917182.6
73048,22,75,7,8818,4393,159,7316030.9
2501,79,28,2,6275,3031,866,255027.8
11620,60,67,8,6584,9393,206,1169300.2
55228,45,85,9,5214,1711,330,5533494.2
83411,4,29,4,7923,580,817,8346545.3
44721,100,81,3,5411,2349,400,4475605.3
16360,9,80,10,3676,7700,924,1641010.4
17306,60,98,9,1390,5131,302,1741614.4
49820,15,38,9,5914,6127,575,4987130.6
92241,40,63,3,9740,5495,581,9234830.9
64318,1,83,3,3395,5111,800,6446168.2
62785,11,40,6,9060,1510,636,6281861.1
71517,54,89,9,2530,2837,325,7160579.9
48401,39,49,2,8188,8420,447,4846713
40839,78,31,9,7433,2511,580,4092414
44219,15,82,5,9721,4242,388,4436813.1
61455,61,69,8,7386,6020,678,6150227
31862,2,89,1,17,7351,509,3198138
34137,50,64,8,8569,2589,520,3425405.7
85661,8,22,8,679,9323,343,8570393.3
60988,68,59,1,3340,7206,342,6106833
31308,56,73,3,4485,6205,223,3138606.1
91419,55,1,9,3394,6556,115,9147142.2
46317,95,73,3,6303,204,863,4638805.5
20810,97,59,8,9359,1128,293,2087901.4
72269,72,83,9,4428,9819,924,7237251.8
38856,67,71,4,7440,187,394,3890014.8
51212,83,81,2,783,465,932,5129933.7
31246,13,77,6,274,5932,234,3127463.8
75354,2,61,2,6062,8157,495,7546076.9
69352,30,63,10,8550,7834,243,6945828.6
36673,31,3,9,1511,5467,906,3673398.3
83421,32,9,7,922,6081,382,8348850.5
75593,62,88,10,2776,609,546,7567839.3
60653,8,78,1,4557,7329,597,6076327.8
17699,64,5,3,7008,374,920,1775017.3
11587,41,65,1,3810,2130,686,1166616.1
23262,71,64,8,8475,2396,640,2328515.8
60022,52,77,8,3521,4475,170,6013402.1
60759,17,51,4,5665,2866,885,6079351.6
10798,27,59,9,5879,3505,850,1086266.3
13163,46,41,3,6932,9175,461,1327820.4
99750,4,1,5,5609,1496,786,9982515.1
78980,10,26,9,5737,2129,482,7903451.8
71251,22,40,7,4858,2165,668,7132789.5
60656,82,76,7,5507,6322,205,6074331.4
18854,40,30,9,3927,9065,193,1896031.6
20282,18,43,1,5275,9522,256,2029680.1
87580,59,30,5,9794,8987,594,8763378.4
76238,6,3,4,3021,1896,497,7625604.1
82707,79,25,8,140,8269,329,8278043.1
78114,81,73,4,31,7038,861,7818981.9
85405,63,94,5,5073,2349,443,8555783.5
92885,73,79,10,1880,1753,580,9293817.3
74947,40,17,8,4647,9180,874,7500281.4
81609,100,54,8,5989,5622,991,8167029.5
82641,31,84,5,2756,6775,200,8272783.1
16411,46,49,10,5097,7629,929,1652454
73237,15,12,8,808,6765,143,7326285.3
55821,55,20,5,4338,1962,900,5583521.8
38171,51,83,1,7410,4011,352,3826368.2
86433,56,5,5,8138,5351,166,8644331.5
21136,17,97,8,2601,2765,252,2124234.3
48162,83,3,6,6171,4703,185,4822052.5
22238,82,4,7,8307,4728,667,2227703.6
66813,65,38,5,7714,2281,600,6689557.3
79256,48,70,10,5784,2329,408,7931579.3
45383,78,34,2,9672,5987,896,4542972.9
33974,38,23,6,7748,6315,632,3403907.6
2017,80,78,10,6984,8177,340,210585.6
8318,24,4,9,1225,9699,893,832684.1
78791,82,53,10,3674,5831,501,7886106
95878,2,35,6,3236,9166,720,9591246.8
79499,39,79,7,5217,2016,198,7955951.3
71601,42,65,8,4600,5261,239,7164956
31995,54,1,7,1527,7321,497,3203127.8
5475,37,51,5,1553,4370,361,551668.8
91703,28,34,5,7830,478,630,9173404.8
9881,87,34,8,5379,9647,258,996563.3
49904,72,78,6,8497,7263,944,4995940.1
61529,28,8,1,815,5835,253,6154223
17052,58,29,2,2371,2247,768,1706550.3
79361,12,19,10,713,4568,507,7946598.9
30633,34,98,2,1395,793,270,3071938.4
14535,100,60,3,5347,1414,255,1455259.7
64918,91,10,1,7062,4642,878,6494744.1
52424,100,45,7,9561,4354,341,5252384.9
1144,29,37,10,9977,1139,569,118555.8
76654,71,19,6,7320,7573,232,7667673.2
70474,12,15,4,5368,4069,512,7048195.7
33369,70,1,6,5485,9071,475,3337636.7
79065,8,40,8,7266,5503,171,7912800.8
16599,97,54,7,3854,9786,984,1665461.9
64654,32,22,5,8748,1777,354,6467876.1
33177,16,44,8,8957,3127,981,3326989.7
63711,42,7,2,7322,8751,260,6372039.7
98857,4,72,2,7778,8943,404,9898892.5
56134,49,49,9,6815,5456,761,5619428.9
76021,95,60,1,1192,1780,163,7603621
31258,7,27,1,2792,5276,224,3127112.1
30442,48,60,9,5953,4550,627,3049370.8
33207,66,54,8,4917,8204,338,3334198
2138,60,51,5,2916,662,653,217519.8
22593,20,28,3,7213,6594,513,2262197.7
64253,94,31,5,8832,7165,405,6431182.6
54936,39,87,3,3541,2513,906,5505207.1
1430,13,92,4,2848,5969,317,148835.8
79934,57,97,3,7637,6093,457,8002735.6
52618,19,56,3,6887,3346,488,5270796.8
39626,79,95,10,7338,1003,557,3972452.6
82252,65,63,9,5944,6947,441,8233956
30373,42,41,3,3669,6108,894,3044199.1
50576,44,11,1,3881,8014,129,5059529.8
88955,73,3,5,5602,5299,141,8898280.2
42933,15,7,8,3426,3656,587,4302362.3
34176,97,17,1,3018,8401,967,3421425.9
47097,78,46,7,2159,6265,893,4716535.1
10641,15,56,10,5823,3156,585,1069818.1
30888,52,84,2,5823,2623,761,3095632.6
77165,76,43,1,6837,3477,569,7719488.8
23061,28,40,2,5783,4157,104,2312106.9
10197,54,16,6,661,3989,896,1025552
35259,69,45,9,8378,6789,877,3527026.3
7155,93,56,10,9507,641,142,724105
9552,29,4,8,9676,5442,205,956627.1
6061,21,22,4,2559,8248,392,613117.7
9664,77,94,10,2551,1704,475,968805.2
34070,43,75,7,1439,273,893,3416611.4
61445,70,98,5,7403,7647,528,6157121
43188,8,64,9,1702,1176,712,4320637.6
98846,61,96,6,4958,1040,612,9892058.3
92292,55,61,3,3475,9873,174,9238491.2
64926,67,57,5,9418,1166,238,6504452.9
25373,73,32,7,6935,1510,347,2541919.8
72859,97,52,2,8563,230,835,7289714.1
34487,36,21,5,2278,786,860,3452462.8
29752,86,25,9,3953,753,107,2982668
57203,49,18,3,7727,6456,297,5722619.3
89873,84,87,10,9122,330,834,8997133.1
33601,15,70,6,5469,2929,705,3367765.3
180,63,71,2,8598,3119,268,19638
27571,98,77,1,5770,4349,565,2767842.8
18757,75,80,8,6397,771,532,1880601.8
60734,48,43,6,149,8086,847,6075765.4
50327,82,8,10,334,5441,981,5036872.5
61049,96,51,1,6308,3761,829,6113701.6
92594,8,27,2,5612,9224,124,9265539.6
85772,6,33,1,9717,7382,350,8579037.1
77461,73,85,10,2672,1365,109,7756205.6
91560,35,34,7,3411,2686,934,9162963.5
14536,79,88,1,9168,1248,566,1464600.6
75504,19,62,1,3815,841,968,7558113
24025,1,71,3,6503,3280,585,2406060.3
13760,10,32,10,8898,1611,955,1382162.1
77009,38,71,5,4118,4447,499,7706407.2
91287,45,39,8,2840,2544,300,9138828
47722,24,40,5,7499,3216,686,4774661.8
41250,28,71,6,6529,5881,463,4126032.9
44638,18,8,5,6730,1184,865,4466312.2
76640,59,61,9,3488,9639,672,7669425.6
85104,96,78,10,173,4500,456,8516196.5
35647,72,62,6,7981,522,875,3567681.8
36219,37,88,6,5923,1829,408,3634081.3
80329,47,74,4,5652,5787,225,8040769
80958,42,36,1,2017,6923,564,8098151.8
47995,56,13,2,411,6867,163,4801423.1
45690,93,69,6,1332,3533,108,4578301.2
22802,89,47,4,5319,3329,222,2282203.1
63272,72,98,4,8593,9599,975,6333289.2
62137,80,91,8,5487,7667,384,6220991.3
465,54,71,2,3053,8046,786,52762.9
58529,29,80,2,5836,9112,128,5859182.2
93440,60,1,3,9361,8664,244,9347335.9
80489,24,82,3,3805,2237,867,8056228.2
29543,27,92,5,5932,4494,406,2961309.5
1102,45,40,6,1186,7583,147,115594.1
47649,30,38,5,8944,3408,671,4766437.2
44129,16,34,7,3272,8426,700,4416603.9
90874,72,23,4,4206,730,162,9094822.9
11027,5,10,2,3181,1291,198,1103790.1
17618,87,91,2,701,3288,418,1765108.4
69182,34,46,5,5301,8975,226,6925021.3
4348,54,5,8,3421,3905,496,435301.8
19336,9,70,6,6030,7999,734,1935699.6
82819,12,86,2,1630,853,946,8293339.5
27265,100,20,3,251,1939,676,2727791.8
26061,95,27,3,4049,6484,848,2608428.3
91482,86,32,2,8903,4388,649,9153595.3
13853,71,21,2,9801,4258,356,1387448.1
16055,90,72,1,3049,7371,204,1608022.7
74175,44,17,4,9723,3771,440,7421888.3
7658,93,31,8,1016,2485,402,767255.6
39682,100,42,5,4152,6822,878,3971367
11401,61,10,6,111,1554,164,1144477.2
8370,43,52,6,4081,5159,844,842743
89671,71,15,5,9289,2312,583,8967749.4
66391,55,94,10,4667,3420,740,6650282.4
8139,88,6,8,9290,2218,598,819245.9
68180,72,43,8,1587,4127,946,6824641.8
21982,35,46,6,5107,4570,998,2203909.4
54456,90,31,8,4412,4930,591,5446902.4
12198,30,49,8,2306,3252,256,1228783.2
32527,56,84,2,1233,2594,689,3263461.3
10676,67,97,7,5735,585,765,1079940.3
96433,18,47,10,1448,7225,907,9650853.6
71484,11,64,2,7799,1030,832,7153673.5
99217,26,34,2,1642,9699,576,9923434.8
18523,38,31,2,6243,7616,154,1860031.1
53978,16,72,3,9118,1176,668,5399675.2
67825,8,9,5,3764,1002,234,6787554.1
82292,53,99,1,2025,904,760,8242155.9
75848,52,98,5,5063,578,776,7591705.7
97520,73,13,2,159,6469,741,9752798.2
59571,61,30,8,9638,3883,799,5958531.6
35967,25,60,9,1499,6939,386,3607974.2
50614,86,39,7,6294,7441,472,5066290
6348,12,68,1,4176,7586,602,640585.2
77454,80,81,10,8989,8432,710,7755247.6
91290,22,61,2,3886,2521,667,9136100.7
67226,25,73,9,3250,8704,826,6733312.5
44966,99,30,3,3266,2525,551,4509078.9
45455,81,67,1,5671,954,708,4550968.1
21671,71,25,9,7433,1958,987,2168225.7
19325,58,84,8,8677,9675,991,1937569.9
55326,33,84,6,6655,8671,297,5543245
77197,69,54,5,7441,2841,992,7728302.7
20195,76,27,4,6540,9564,718,2026607.1
89075,8,34,2,7392,1716,717,8916325.7
92412,89,3,5,3323,9311,258,9247709.6
88598,59,13,3,7133,486,761,8860919.5
72399,61,88,2,9440,9518,981,7241380.4
71236,77,92,10,2227,5735,680,7129055.7
30463,59,96,10,6824,1510,146,3058364.8
35863,54,39,4,8356,518,983,3591772.1
7486,95,72,2,1734,3013,413,760180.9
84740,32,73,4,9012,1846,691,8482053.2
23513,11,26,5,1411,1522,880,2357581.5
46226,25,81,8,5465,1316,904,4638847.6
38742,100,2,8,5224,6396,299,3878002.2
14261,66,8,3,9224,8809,502,1431647.3
81492,74,61,9,2038,1404,124,8154513
44475,84,44,9,7786,7651,393,4452792.5
4617,71,64,7,8439,5627,507,466004.5
93608,21,35,2,5123,101,990,9364080
98788,27,25,9,5205,5002,278,9884496.4
17085,57,94,4,466,7240,846,1724807.8
92837,32,8,8,9339,7286,110,9289481.6
30136,74,99,7,5178,3913,485,3018980.3
22663,24,37,1,6135,630,462,2271081.8
36477,8,21,3,8563,4590,753,3649873.1
32294,18,26,6,6596,7744,783,3237695.4
48367,88,10,7,9233,1422,713,4837589.1
27495,69,26,6,4614,3582,557,2756763.1
527,91,74,2,3855,961,178,67622.2
58551,60,64,9,3076,3133,683,5862215
7199,74,87,4,5916,2477,476,724979.9
30204,85,4,3,2939,637,358,3021287.2
34210,56,3,7,7335,3579,932,3425977.4
89872,49,2,9,6772,4912,424,8994332.7
28600,73,88,10,385,6324,428,2869556.7
94317,74,75,10,8296,4088,176,9434101.8
59292,59,3,8,5662,3061,387,5929920.6
18747,91,71,5,2543,7308,485,1883573.3
939,72,60,1,9069,5250,817,98229.7
26090,6,78,1,206,9611,910,2613900.5
37424,33,62,7,185,5854,885,3750232
31040,15,9,10,8377,1155,343,3108830.3
41661,26,58,6,6948,390,726,4172132.8
9601,67,83,9,3579,7867,740,963424.6
30736,93,31,7,9349,4876,294,3078402.4
65870,73,89,9,6604,5389,765,6594705
74907,9,27,7,6664,9969,515,7494845.9
19812,24,47,3,4621,7905,341,1983779.8
50707,39,71,1,2882,2239,832,5081669
40282,43,39,5,8380,3212,558,4029489.8
41739,34,42,5,4132,7768,704,4180917.7
53243,22,2,8,3908,6625,429,5330973.6
38633,75,2,5,9305,1088,905,3868669.4
57886,54,47,5,7208,4029,289,5798125
5177,73,76,6,575,9677,248,523333.3
38392,75,41,3,384,62,307,3840837.9
1405,74,69,8,2450,4135,225,148540.9
10727,23,46,7,8648,7338,802,1077355.5
53852,89,71,1,1538,4020,724,5388256.6
21413,58,74,6,5437,1817,413,2149706.3
3587,84,51,3,6271,202,392,367846.1
73878,12,70,4,7849,8769,208,7399649.3
14859,84,75,4,7623,5337,658,1499598
65107,49,28,6,4522,2397,263,6518542.1
16388,82,53,7,5513,3975,813,1647875.8
41431,19,18,10,3138,1253,935,4149160.6
8698,5,83,1,4811,43,290,880449
66442,81,52,7,8747,1268,884,6650604.5
12968,46,71,9,7147,16,343,1303596.5
49274,96,44,5,1721,8291,201,4932274.6
84612,6,50,9,5327,5294,424,8466374.1
48736,97,89,3,167,6075,139,4885719.4
4167,78,33,1,8886,3714,423,422514.7
62601,99,53,10,6428,3544,893,6263982
68824,39,73,9,393,4853,449,6892716
36842,6,65,5,1706,3787,925,3689692.1
17585,4,88,6,8564,1035,324,1762749.7
7139,37,65,3,6636,7418,313,724579.8
23147,56,67,2,8482,8036,210,2316843.5
84182,55,49,4,6507,8389,587,8429665
61995,31,98,6,7239,4834,867,6208532.3
6575,77,55,4,2209,6568,884,661451.3
2638,100,44,9,1987,7304,597,271564.2
23987,81,23,2,8434,1549,809,2399604.4
15769,14,34,2,2420,1974,423,1579069
4276,4,91,10,4474,6233,740,440518.4
98566,16,83,7,5370,4190,473,9871617.6
35745,19,70,5,1198,8356,532,3580358.6
63825,100,82,10,8446,3253,937,6384963.1
93508,64,60,7,6950,7773,169,9357738.2
1753,92,97,5,5665,6968,866,182644.9
50019,29,98,4,1539,9345,645,5009275.2
82325,77,2,5,3707,2627,518,8241164.7
34403,53,26,7,7710,6500,753,3441145.6
88240,57,41,10,4460,2569,125,8830770.8
43759,97,35,1,3232,4447,335,4384655.9
2111,79,60,1,5773,735,236,216518.4
50799,42,12,5,5561,1945,764,5080967.7
24559,49,60,5,4962,4583,273,2459871
22422,53,84,8,1457,9372,374,2252826.9
52599,49,72,9,6889,127,393,5266896.5
32472,91,84,1,4153,6976,142,3252820
10931,5,29,1,8272,9560,259,1098819.5
15434,21,67,2,4437,3913,130,1547287.5
56546,30,75,10,9104,6226,351,5659030.2
11922,54,96,6,6148,7536,908,1202680.9
93733,81,4,8,4804,8958,701,9378278.3
72636,61,56,7,3829,3592,731,7271337
19793,64,56,4,9523,7097,178,1988236.7
75334,29,5,2,8790,1294,562,7534445.6
20854,26,59,10,6709,6635,709,2093083.9
9126,27,96,1,8449,5306,655,918377.3
73441,90,82,2,8391,569,565,7352484.4
88646,45,62,6,1153,1791,417,8870135.7
1392,4,8,7,5500,1362,185,143541
96455,47,63,1,5328,2664,137,9649451.9
36417,27,10,8,6524,7091,246,3645546.7
42688,88,79,2,1129,2353,493,4280627.1
36468,53,65,3,7987,2119,723,3652217.1
49940,50,86,6,4074,2440,409,5005731.1
28924,10,36,3,9545,107,945,2895663.2
55858,57,18,7,8084,8326,320,5591888.9
97704,92,9,1,2824,7239,925,9774003.2
79171,10,41,6,6375,7757,432,7926950.6
17434,74,24,10,4196,6453,618,1751426.3
87587,13,55,8,3425,3995,139,8763935.2
16727,83,60,9,4190,7310,538,1681450.3
2813,46,41,9,9526,1705,490,284702.1
99031,2,13,2,1396,7002,339,9908496.1
70681,68,26,7,7807,8851,404,7069493.4
80697,92,90,4,6193,1261,570,8078150.3
36268,26,36,10,2822,9867,357,3631024.3
78115,43,14,5,5121,5200,568,7812679.1
13929,49,77,7,2840,2929,813,1400300.1
2624,36,26,8,4370,5260,595,268725.5
5630,66,66,4,9344,600,747,574843.3
28579,55,63,9,714,7242,822,2866447.5
4638,25,61,1,4892,4557,452,471304.4
86916,12,85,1,3086,8804,406,8696846.7
31066,100,22,8,5243,975,209,3108946.9
78946,23,76,9,9835,4223,285,7900382.5
51408,58,84,10,7578,7475,614,5148173.7
63315,45,24,9,4347,3998,544,6333065
32130,63,55,1,2001,2817,944,3217288.4
533,84,81,5,2566,133,613,62166.4
32979,65,55,10,8783,8161,824,3307651.1
18545,10,85,2,5716,1066,579,1865230.4
73591,82,2,6,3338,3494,385,7363024
48045,89,73,8,8975,4437,760,4816515.8
80686,74,9,7,2416,1813,645,8071938.8
89991,84,36,4,7757,804,603,9002207.5
79229,38,89,1,7538,144,134,7930035
87678,22,91,4,3830,744,818,8772251
98661,77,31,3,5662,6316,878,9870323.6
83750,22,60,1,2192,6184,768,8378829
97550,58,70,5,8595,6736,339,9765889.6
43400,41,72,9,2849,5182,331,4350109.4
30468,43,23,3,5331,3727,903,3049485.4
14692,86,70,4,3580,5245,666,1477101
23106,92,4,9,6320,3606,742,2311601.9
60287,25,27,1,4744,3084,228,6036180.6
71787,80,16,3,2080,1510,289,7182473.8
15839,93,72,1,4655,5171,255,1591526
68522,29,53,1,6434,3187,956,6853535.8
17818,88,40,3,2764,2567,268,1787351.1
94186,56,61,5,1610,7498,707,9424530.2
92033,42,7,7,7109,7844,745,9207595.9
29600,63,78,6,4380,7134,317,2969388.2
83260,93,29,9,7512,7659,308,8331439.5
53904,1,8,7,7053,8710,793,5391993.7
47691,77,48,8,8618,6137,581,4776385.5
40196,80,8,9,283,3242,991,4023335.8
42035,39,74,7,5518,6886,803,4216631.4
37560,49,28,5,6698,7243,791,3762350.5
